5.294149659	2	11.145578231	gnS
22.662675736	1	6.687346938	gSn
39.799002267	1	7.662585034	GmPn
50.433741496	1	3.343673469	gSn
55.263492063	1	12.631655328	PnS
78.483446712	1	7.523265306	nSG
89.164625850	1	4.365351473	SGm
93.994376417	1	4.783310657	mg
99.706485260	1	3.854512471	ng
114.149297052	1	3.854512471	ngS
157.013333333	0	6.548027210	nSG
169.598548752	1	7.941224489	PmG
180.001088435	0	4.783310657	ng
185.620317460	0	6.501587301	gnS
205.775238095	0	5.015510204	PnS
217.896054421	0	10.448979591	gnS
228.484353741	0	4.690430839	PnS
239.490612244	0	9.984580498	PnS
257.044897959	0	5.201269841	ngS
323.686167800	0	5.387029478	PnS
345.512925170	0	7.801904761	ngS
353.593469387	0	3.575873015	ngS
366.271564625	0	2.925714285	PnS
376.395464852	0	3.575873015	ngS
416.055147392	0	7.476825396	nSG
432.541315192	0	4.829750566	nSG
455.157551020	0	3.854512471	nSG
465.188571428	0	3.157913832	nSG
473.036916099	0	4.226031746	nSG
488.872925170	0	5.526349206	SGm
494.631473922	0	2.832834467	PmG
500.482902494	1	5.851428571	SGmP
553.470839002	0	10.031020408	SGmP
589.322448979	0	4.458231292	SGmP
608.548571428	0	3.947392290	SGmP
687.821496598	0	2.972154195	GmPn
755.995283446	0	3.018594104	GmPn
761.800272108	0	8.452063492	PnS
771.088253968	0	3.250793650	PnS
779.354557823	0	2.414875283	PnS
801.274195011	0	3.947392290	PnS
809.029659863	0	4.458231292	PnS
829.138140589	0	5.665668934	PnS
845.159909297	0	4.272471655	PnS
863.410793650	0	5.712108843	PnS
884.540952380	0	5.247709750	gnS
899.773242630	0	2.972154195	ng
905.903310657	0	1.857596371	ng
963.488798185	1	5.479909297	mPG
973.241179138	0	5.712108843	nSG
987.312471655	0	4.272471655	PmG
994.139138321	0	6.594467120	gnS
