4.160000000	1	12.288000000	rN
25.408000000	0	10.517333333	rN
36.544000000	0	9.301333333	rN
78.314666666	1	16.661333333	rS
102.208000000	0	8.512000000	rN
121.109333333	0	5.760000000	rN
132.394666666	2	9.386666666	MG
146.026666666	0	7.338666666	MG
153.856000000	0	7.530666666	rS
170.346666666	1	5.994666666	NrG
183.872000000	0	6.293333333	NrG
193.258666666	0	7.594666666	MG
223.744000000	0	13.696000000	rS
248.213333333	1	9.024000000	MGrS
268.629333333	1	3.882666666	MDN
272.938666666	0	5.312000000	rS
299.605333333	0	3.776000000	NrG
332.202666666	0	8.384000000	rS
341.141333333	0	6.229333333	rS
352.064000000	0	5.802666666	rN
362.304000000	0	3.392000000	NrG
377.088000000	0	8.405333333	MGrS
397.568000000	0	4.266666666	rS
413.034666666	0	8.874666666	rN
422.037333333	0	3.541333333	rN
429.845333333	0	4.437333333	rN
436.928000000	0	3.584000000	rN
468.373333333	0	6.613333333	rN
481.984000000	0	9.130666666	MDN
496.000000000	0	12.288000000	rS
508.544000000	0	2.965333333	rS
511.765333333	0	3.200000000	MGrS
533.546666666	0	6.997333333	rN
542.613333333	0	3.349333333	rN
548.672000000	0	3.797333333	MDN
562.346666666	0	6.485333333	MDN
569.045333333	0	5.952000000	rS
580.352000000	0	3.776000000	MDN
593.173333333	0	7.594666666	rN
617.685333333	0	4.778666666	MDN
634.602666666	0	3.178666666	rS
665.514666666	0	9.024000000	rS
695.637333333	0	4.778666666	rS
706.368000000	0	5.482666666	MDN
713.706666666	0	6.165333333	rN
720.234666666	0	4.757333333	rN
725.162666666	0	1.877333333	rN
729.237333333	0	3.392000000	rN
732.864000000	0	1.856000000	rN
770.090666666	0	3.434666666	MGrS
1136.192000000	0	9.450666666	rS
1509.333333333	0	10.346666666	rS
1738.389333333	0	6.762666666	rS
